Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Age population, age 16, female",3914361,4002655.5,4102512,4196282.5,4262184,4557625.5,4923474.5,5104065,5282635.5,5466188.5,5650965.5,5815220.5,5957498.5,6096782.5,6223976,6345274,6488753,6645373,6795307,6941551.5,7080770,7196834.5,7313084.5,7463112,7631173.5,7777418,7916262.5,8098824.5,8289957,8482276.5,8681816,8830933,9002357.5,9172497,9308849,9512900,9782637.5,10037744,10248190.5,10465865.5,10705016,10913538,11122524,11276539,11374522,11500501.5,11585491,11656703,11732395,11787162,11856560.5,11938006.5,12005691,12070998,12140824.5,12219025.5,12354931,12530825,12602199.5,12541637.5,12460297,12354017,12208954.5,12090462,12039055,12071282
"Age population, age 16, male",4105746.5,4200070.5,4301574,4396989.5,4519417,4919914,5340332,5531104.5,5720040.5,5914549.5,6114993,6292437,6446046,6596687,6732406.5,6863330,7016641.5,7181046,7334818,7484808.5,7627468.5,7742327,7858010.5,8011722,8186554.5,8341092.5,8490260.5,8688673.5,8900209.5,9114620,9342474,9522694,9730300.5,9933880.5,10094455.5,10329561,10645147,10944248,11175837.5,11406869.5,11664799,11885177.5,12103554,12272013,12375629.5,12490674.5,12574887,12678662,12791980.5,12880871,12996897,13134851.5,13239564.5,13322939,13411978.5,13500120,13649910,13830967,13878229.5,13804757.5,13727830.5,13609003.5,13437401,13297526.5,13238340,13274066
"Age population, age 17, female",3825230,3895315,3982496.5,4081085,4174469.5,4238890.5,4531146,4896410.5,5075506.5,5251237,5439484.5,5623467,5786230,5930716,6071770,6202494,6323724.5,6468053.5,6623030,6774159.5,6922583,7059341.5,7175082,7292202,7442522.5,7610027.5,7755695.5,7894285.5,8077323,8269366.5,8463053.5,8661648.5,8810310.5,8982644,9150401,9286525,9492550.5,9762456,10017578,10227435.5,10444311.5,10683576,10888805.5,11094942.5,11252305,11348909,11474674,11559671.5,11627633,11708269.5,11769464.5,11840030.5,11921384,11990393,12056293.5,12123921.5,12204607.5,12343466.5,12515990,12583710.5,12526781,12449703.5,12336535,12188345.5,12072257,12021279
"Age population, age 17, male",4010863,4092638.5,4185247,4284724,4379598.5,4499440,4895248,5315788,5503924.5,5687787.5,5890900,6090281,6265362,6423040,6576888.5,6718794.5,6849399,7003958,7165059,7320388,7473634,7611309.5,7724948,7841595.5,7995410,8168956,8322177.5,8470633.5,8669788,8882899,9099073,9326047,9505810.5,9714199.5,9915568.5,10075842.5,10312623,10628223.5,10927172.5,11158069,11388211.5,11646057.5,11863263.5,12078842,12250089,12352214,12466829.5,12550809.5,12651370,12768879.5,12863320.5,12980155.5,13117796,13223514,13307287,13394230.5,13484536,13636931.5,13814902.5,13858879.5,13788723,13715683,13590703,13416360,13277940,13218459
"Age population, age 18, female",3756107.5,3806443,3875303.5,3961012.5,4059086.5,4150586.5,4212579.5,4504664,4866944.5,5042345.5,5223753.5,5410938.5,5592917,5758156.5,5904628.5,6049767,6180219.5,6302447,6444694,6600972,6754622.5,6899909.5,7036109,7152831.5,7270357.5,7420013,7586714.5,7732013.5,7871281,8055430.5,8249118,8441646.5,8639523.5,8789319.5,8958706,9126051,9264707.5,9471064.5,9740942.5,9995232,10204108.5,10421167,10656332.5,10858046.5,11068141.5,11223654.5,11319986,11445631,11526580,11600524,11688898.5,11751470,11821887.5,11904793,11974480.5,12037667,12108303.5,12192615,12327376.5,12495332,12567339,12515542.5,12430001,12312947,12165405.5,12047601.5
"Age population, age 18, male",3932073.5,3997723.5,4077458.5,4167609.5,4266406.5,4358378,4473910,4870171,5286385.5,5468099,5662674,5864516,6060945,6241001.5,6402604.5,6564011.5,6705464.5,6837664,6988141.5,7151092,7310379,7457375,7593411,7708167.5,7824961.5,7977174.5,8148991.5,8301262.5,8450697,8651793,8867052,9082150,9308453.5,9489223,9694887.5,9895795,10058261,10295220.5,10610638,10908644,11138451,11368552.5,11622442.5,11836187,12055096,12224354.5,12325900,12440112,12520100,12625742,12749934,12845305,12961692.5,13100434,13206517.5,13287627.5,13377132.5,13470604,13619159.5,13792890.5,13840735.5,13775249.5,13694537,13566070.5,13391140,13250059
"Age population, age 19, female",3705535.5,3737561,3786600,3853851,3939024.5,4034940.5,4123490,4186566,4475569.5,4832441.5,5014360.5,5194506.5,5379281,5563953,5731286.5,5882356.5,6027005,6158469,6278276,6421991.5,6581091.5,6731013,6875562,7012784.5,7129941.5,7246779,7395540.5,7561729.5,7707770.5,7848434,8034492,8226810,8418493,8617520.5,8763910,8932767,9102925,9242098.5,9448561.5,9717430,9970458,10179562.5,10391903.5,10622894,10829200.5,11037022,11192049.5,11288261.5,11409095,11496917,11579807.5,11669693,11732059.5,11804256,11887893,11954391,12021039.5,12095861.5,12175437,12304902,12477722.5,12555552.5,12493871.5,12403760,12285470,12134014.5
"Age population, age 19, male",3870612,3918903.5,3982245.5,4059155,4148552.5,4244023.5,4331160,4448526,4839828,5247460.5,5441776,5634924,5833323,6035533.5,6220108,6390538,6551336,6694607.5,6822052.5,6974691.5,7142225.5,7294113,7439107,7576341.5,7691212,7806160,7956346.5,8126960,8280324.5,8432110,8635721,8849699,9064022.5,9291405.5,9469036.5,9674144,9877526,10040335,10277240,10591547.5,10888161,11117924.5,11343452.5,11593215.5,11810843,12027323.5,12195740.5,12296784.5,12406227,12492123,12605530,12730699.5,12825508,12943144.5,13082203,13185076.5,13269116.5,13362253.5,13451232.5,13594803.5,13772873.5,13826007,13751485,13666601.5,13535372.5,13355356.5
"Age population, age 20, female",3673462,3686977.5,3717665,3765018,3831767,3914652,4007283,4096838,4157640.5,4440993,4804138,4984609,5162068.5,5349779.5,5536625.5,5708907.5,5859345.5,6004999,6133672,6255158.5,6402030.5,6556929,6705991.5,6851635.5,6989261.5,7105644.5,7221589.5,7369830.5,7536766.5,7684314,7827202.5,8011730,8203069,8396014,8591068,8736872.5,8908809,9079412,9218846,9424331,9691747,9944916,10148779,10356507,10592541,10796304.5,11003449.5,11158191.5,11249073.5,11377444.5,11475152.5,11559690,11649261,11713572,11786554.5,11866581,11936885,12008152,12077670.5,12151357,12286228,12465416,12532119.5,12465299.5,12372798.5,12249168
"Age population, age 20, male",3826941.5,3857252.5,3903037,3963277,4039400,4125169,4215249.5,4304574,4417506,4799263.5,5220164,5412894.5,5602224.5,5807124.5,6014330.5,6208737.5,6378445.5,6541216.5,6679087,6808998,6966792,7125952.5,7275540,7421817.5,7559080.5,7671836,7784554.5,7933400,8105165.5,8261128,8415808,8617976,8831063.5,9046611.5,9270371.5,9447412,9655269,9858936.5,10021814.5,10257621.5,10570329.5,10866762,11091388.5,11312322,11566360.5,11781243.5,11996666,12164369,12260050,12376026.5,12470613,12585088.5,12709539.5,12805731.5,12923706.5,13059081.5,13165168,13253241.5,13341301.5,13424712,13573137,13756975,13799837.5,13720599.5,13631608,13493698
"Age population, age 21, female",3662273,3654493.5,3666678.5,3695656,3742577,3807000.5,3886453,3980120,4067024.5,4122936.5,4413435.5,4774055,4951629,5132271.5,5322288,5514339.5,5685829.5,5837316.5,5979903.5,6110337,6235315,6377736,6531703,6681938.5,6827999.5,6964735,7080163.5,7195653.5,7344741,7513209,7663092.5,7804426.5,7987884,8180532.5,8369171.5,8563402,8712523,8884887.5,9055645.5,9194179,9398247,9665772.5,9913191.5,10112101,10325294.5,10558517,10761529,10968236.5,11117096,11216089.5,11354962,11454359.5,11538511.5,11630075,11695179.5,11764239,11848280,11923486,11989005.5,12052155,12131642,12273333.5,12440456,12501518,12432498,12334677
"Age population, age 21, male",3798281,3813133.5,3840818,3883324,3942791,4015084,4095092.5,4187531.5,4272129,4375850,4772133,5190397.5,5378998,5575417.5,5785723.5,6003507,6197046.5,6368864.5,6525707.5,6666200.5,6801752,6950476.5,7107099,7258039,7404295,7539180,7649491,7760811.5,7910923,8085432,8244483,8397667.5,8598864.5,8813255.5,9024881,9247873,9427911.5,9636038,9839668.5,10001476.5,10235676.5,10548133.5,10838855.5,11058482,11284071.5,11535046,11748753,11963294,12125048,12227798.5,12353105,12448850.5,12562540,12688419.5,12784982,12898976,13037764.5,13148168,13230731.5,13312746.5,13401451.5,13556127,13728706.5,13766343.5,13683214,13587568
"Age population, age 22, female",3635395.5,3642494,3633459,3643972,3672608.5,3717241.5,3778212.5,3858822,3949676,4031308.5,4095921.5,4384194,4740823.5,4921735,5104839.5,5300292.5,5491445,5663957.5,5812252,5956644,6090714,6211175.5,6352710.5,6507913.5,6658595,6803715.5,6939397.5,7054351,7170816.5,7321534.5,7492344.5,7640544,7780841,7965639.5,8153742.5,8341483.5,8538984.5,8688565,8861051.5,9030757.5,9167970,9372307,9633789,9875916,10080540.5,10290837,10523185.5,10725713.5,10926148.5,11083308,11193256,11333759.5,11432662.5,11518832.5,11611116,11672063.5,11745253.5,11834324,11903464,11962280.5,12031432,12118020,12247097,12408221,12468672.5,12395965
"Age population, age 22, male",3760162,3783786,3795960,3820290,3862074.5,3917621.5,3983945,4066487,4153912,4228913,4349094.5,4742709.5,5155688.5,5351753,5553891,5775314.5,5992102.5,6187781.5,6353328.5,6512865.5,6659255.5,6785316.5,6931387.5,7089397.5,7240284,7383992.5,7516226.5,7625044,7737756,7890773.5,8068454,8225884,8378117,8580670,8790895.5,9001693,9227693.5,9408025,9616060.5,9818441.5,9978668,10212723.5,10519105.5,10804398,11028889,11251279.5,11500917,11713671,11921853,12090900.5,12203468.5,12329930.5,12424869.5,12540069.5,12666287,12758689,12876293.5,13019570.5,13124150.5,13200364,13287942,13383271,13526136.5,13693096,13728654,13640757.5
"Age population, age 23, female",3562115.5,3614730.5,3620463,3609872.5,3620164.5,3646604.5,3687865,3750138,3827957.5,3913421.5,4003794.5,4067418,4352039,4711092,4894543,5083260,5277823.5,5469965,5639169.5,5789321.5,5937402.5,6066879,6186567,6329444.5,6485109,6634837,6778867.5,6914000,7029935.5,7148141,7301267,7470263.5,7617343,7759085,7939230,8126369.5,8317414.5,8515211,8664946.5,8836340.5,9004604.5,9142260,9340596,9596645.5,9844481.5,10046162,10255594,10487360,10683463,10892207,11060351.5,11171946,11311809.5,11412667,11499499,11587434,11652517,11730763.5,11813568.5,11875811.5,11940712,12016972.5,12090663.5,12213670,12376772,12436197
"Age population, age 23, male",3690124.5,3744953.5,3765786,3774608.5,3798301.5,3836172,3885693.5,3954693,4032122,4109668.5,4201704.5,4320303.5,4708572,5128261.5,5330191,5543769,5764151,5983052.5,6172206.5,6340488,6506019.5,6642626,6766021,6913538.5,7071459.5,7219699.5,7360643,7491268,7601496.5,7717251.5,7873539,8049475.5,8205876,8359562,8557813.5,8767134.5,8980987.5,9207132,9387375.5,9594066.5,9794688.5,9954880.5,10182818,10483545,10773652,10994829,11215871.5,11464433,11670641.5,11886207.5,12065197,12178973,12304558,12401082,12516651.5,12638561.5,12734703.5,12856947,12994213,13092258,13174252,13268563.5,13351782,13488983.5,13656794.5,13690610
"Age population, age 24, female",3463981.5,3540844.5,3591795,3595896,3585246,3593487,3616701.5,3659410,3719028,3791563.5,3885760.5,3975037,4036312,4323767.5,4684372,4873462.5,5061369.5,5256942.5,5445725.5,5616724,5770571,5914044,6042745,6163884,6307288.5,6461994.5,6610623.5,6754076,6890116.5,7007770,7128449,7279786.5,7447571.5,7596039,7733224.5,7912397,8102806.5,8294140.5,8491945,8640643,8810596.5,8979226,9111064.5,9304130.5,9565842.5,9810631,10011450,10220320,10445577.5,10649926,10869489,11039107,11150039.5,11291717.5,11393133,11475550,11567498.5,11637558,11709487,11785319,11853674.5,11925374.5,11988595,12056443,12184335.5,12349360.5
"Age population, age 24, male",3600811,3674423.5,3726265.5,3743686,3751967,3771834.5,3803750,3856063.5,3919984,3987514,4082199.5,4172770,4287130,4682214.5,5106840.5,5320270.5,5532816.5,5755300,5967544.5,6159362.5,6333643.5,6489265,6623153,6748062,6895508.5,7050731,7196158,7335438,7467405,7580674,7699776.5,7854322,8029133.5,8186933,8336348,8533655.5,8745989.5,8959951,9185843.5,9364742.5,9569601,9770051,9924210,10146582.5,10452072,10738667.5,10958463.5,11178459.5,11420348,11633970.5,11859443,12039524.5,12152453.5,12279592,12376531.5,12487800.5,12613440.5,12714291.5,12830529,12961189,13065231.5,13153779,13235725.5,13313559.5,13454946.5,13624299.5
"Age population, age 25, female",3378254.5,3442412,3517459.5,3566509.5,3570480,3557981,3563201,3587987.5,3628246,3682820.5,3764039,3857170.5,3944038,4009388.5,4298769,4663917.5,4852235.5,5041188.5,5233461,5423926.5,5598470,5747781.5,5890450.5,6020552.5,6142293.5,6284800.5,6438404.5,6586441,6730744.5,6868397,6988463,7107460.5,7257639,7426710,7570671,7707011,7889407.5,8080099,8271462.5,8468130,8615488.5,8785820,8948677,9075518,9274294,9532979,9776815,9977078.5,10179570,10412826,10627744.5,10848612.5,11017419,11130109.5,11272205.5,11369192,11455483.5,11552214,11616009.5,11681037,11762967,11837553,11896220.5,11954038.5,12029270,12161741.5
"Age population, age 25, male",3523723,3584894,3655429.5,3703719,3720569,3725158.5,3739239,3774026,3821406.5,3875599.5,3960144.5,4053367.5,4139862,4262085.5,4662102,5097148,5309533,5524168,5740028.5,5954813,6152478,6316910.5,6469775,6605122.5,6730014,6874803,7027201.5,7170948,7311509.5,7446404.5,7562960.5,7680392.5,7833830,8009931.5,8163444,8311983,8512238,8724620.5,8938301,9162702,9339804,9544438,9738789,9887581.5,10114808.5,10416754.5,10701813.5,10920562.5,11134007,11383149.5,11606569,11833038,12012165,12126673.5,12254187.5,12346920.5,12461913,12592180,12687134.5,12796878.5,12933744,13043860,13119888.5,13196917.5,13281827.5,13427740
"Birth rate, crude (per 1,000 people)",42.902,42.67,42.475,42.261,42.061,41.65,41.205,40.831,40.485,40.058,39.763,39.724,39.458,39.299,39,38.362,38.244,37.563,37.149,37.001,37.057,36.761,36.403,36.125,35.917,35.42,35.22,34.442,33.892,33.279,32.569,32.023,31.414,30.771,30.295,29.77,29.217,28.685,28.199,27.73,27.518,27.206,26.538,25.783,25.121,24.304,23.564,22.932,22.506,22.211,21.633,21.156,20.672,20.061,19.089,18.936,18.756,17.995,17.91,17.368,16.744,16.491,16.336,16.146,..,15.762
"Death rate, crude (per 1,000 people)",19.421,19.227,18.981,18.728,18.512,19.359,19.058,18.783,17.515,17.267,17.014,16.812,16.597,16.311,15.893,15.528,15.179,14.817,14.429,14.066,13.752,13.424,13.093,12.773,12.471,12.164,11.879,11.577,11.286,11,10.726,10.472,10.225,10.001,9.777,9.572,9.371,9.174,8.988,8.805,8.628,8.482,8.294,8.125,7.982,7.819,7.67,7.536,7.41,7.29,7.164,7.048,6.945,6.859,6.77,6.729,6.7,6.673,6.67,6.67,7.214,9.259,6.576,6.611,..,6.638
"Fertility rate, total (births per woman)",5.921,5.937,5.953,5.969,5.979,5.941,5.881,5.825,5.76,5.684,5.624,5.565,5.482,5.402,5.325,5.195,5.13,5.007,4.888,4.808,4.775,4.698,4.62,4.565,4.516,4.432,4.399,4.311,4.222,4.132,4.045,3.959,3.877,3.799,3.723,3.651,3.582,3.514,3.446,3.383,3.35,3.303,3.217,3.122,3.046,2.958,2.867,2.775,2.711,2.674,2.598,2.532,2.47,2.399,2.293,2.289,2.284,2.193,2.184,2.12,2.047,2.014,1.994,1.975,..,1.943
"Life expectancy at birth, female (years)",44.882,45.114,45.442,45.789,46.093,44.985,45.325,45.635,47.333,47.675,48.011,48.334,48.667,49.112,49.746,50.281,50.867,51.441,52.125,52.807,53.485,54.17,54.842,55.496,56.13,56.736,57.318,57.866,58.385,58.887,59.358,59.805,60.236,60.617,61.041,61.442,61.858,62.3,62.759,63.248,63.794,64.277,64.855,65.376,65.844,66.376,66.873,67.358,67.844,68.327,68.809,69.28,69.735,70.151,70.567,70.94,71.297,71.632,71.963,72.287,71.938,68.835,73.271,73.598,..,74.134
"Life expectancy at birth, male (years)",46.295,46.492,46.782,47.085,47.349,46.093,46.406,46.696,48.479,48.808,49.123,49.434,49.723,50.137,50.738,51.211,51.708,52.178,52.699,53.212,53.701,54.187,54.653,55.106,55.544,55.972,56.391,56.793,57.186,57.588,57.963,58.34,58.728,59.094,59.492,59.868,60.244,60.623,60.99,61.367,61.76,62.102,62.515,62.882,63.221,63.608,63.989,64.373,64.778,65.203,65.644,66.094,66.544,66.97,67.416,67.827,68.231,68.61,68.973,69.312,68.529,65.87,70.237,70.522,..,70.954
"Life expectancy at birth, total (years)",45.61,45.824,46.133,46.458,46.742,45.558,45.884,46.184,47.925,48.26,48.585,48.902,49.213,49.642,50.259,50.761,51.302,51.822,52.42,53.014,53.593,54.173,54.735,55.283,55.813,56.324,56.819,57.291,57.744,58.196,58.618,59.032,59.445,59.823,60.237,60.63,61.027,61.439,61.852,62.284,62.749,63.158,63.649,64.086,64.484,64.939,65.373,65.803,66.247,66.7,67.162,67.623,68.076,68.499,68.932,69.326,69.709,70.068,70.415,70.746,70.156,67.282,71.698,72.003,..,72.485
"Mortality rate, adult, female (per 1,000 female adults)",386.35,384.688,381.468,377.729,374.518,382.913,378.864,375.234,359.796,355.741,351.705,348.007,343.389,338.058,330.783,324.019,316.318,308.528,299.032,289.718,280.449,271.345,262.643,254.451,246.842,239.932,233.784,228.494,224.042,220.147,216.952,214.164,211.659,209.839,207.353,205.131,202.602,199.546,196.102,192.109,187.191,182.968,177.225,172.067,167.506,162.162,157.633,153.725,150.504,148.054,146.196,144.819,143.788,143.043,142.189,141.371,140.3,138.988,137.206,134.926,139.425,184.498,125.543,122.021,..,..
"Mortality rate, adult, male (per 1,000 male adults)",388.536,387.023,383.62,379.674,376.319,388.037,383.786,379.869,360.982,356.603,352.662,348.906,345.306,340.896,334.772,330.196,325.527,321.213,316.664,312.072,307.647,303.119,298.637,294.176,289.836,285.551,281.535,277.877,274.574,271.243,268.69,266.221,263.735,261.706,259.458,257.649,255.857,253.994,252.153,249.978,247.673,245.842,242.829,240.403,238.181,235.388,232.664,229.992,227.173,224.264,221.264,218.148,214.964,211.869,208.354,205.008,201.451,197.986,194.523,191.12,199.714,251.736,181.136,177.914,..,..
"Mortality rate, infant (per 1,000 live births)",150.6,148.8,147,145.5,144,142.6,141.3,140,138.8,137.3,135.8,134,132.2,130,127.6,124.8,121.9,118.6,115.2,111.7,108.4,105.3,102.5,99.9,97.6,95.3,93.1,90.8,88.5,86.4,84.3,82.4,80.6,78.9,77.3,75.6,73.8,72,70.2,68.2,66.3,64.3,62.4,60.5,58.6,56.7,54.8,52.8,50.8,48.7,46.7,44.6,42.5,40.5,38.5,36.6,34.7,33,31.3,29.7,28.2,26.8,25.6,24.5,..,..
"Mortality rate, infant, female (per 1,000 live births)",144.9,143.1,141.4,139.9,138.4,137.1,135.8,134.7,133.6,132.2,131.1,129.8,128.1,126.3,124,121.1,118.2,115,111.6,108.2,104.9,101.7,98.9,96.3,94.2,92.1,90.1,88.3,86.1,84.1,82.1,80.3,78.8,77.4,76.1,74.8,73.3,71.8,70.2,67.9,66.5,64.9,63.3,61.7,59.2,57.7,55.6,53.7,51.7,49.6,47.6,45.4,43.2,41.1,39,37,35,33.1,31.4,29.7,28.1,26.6,25.4,24.2,..,..
"Mortality rate, infant, male (per 1,000 live births)",156.1,154.1,152.3,150.7,149.1,147.6,146.4,145.1,143.7,142.2,140.3,138.1,136,133.6,131,128.3,125.3,122.1,118.6,115.1,111.8,108.8,106,103.4,100.8,98.4,95.9,93.2,90.9,88.5,86.4,84.3,82.3,80.3,78.3,76.3,74.4,72.2,70.1,68.5,66.1,63.8,61.5,59.4,58,55.8,54,51.9,49.9,48,45.8,43.8,41.8,39.9,38,36.2,34.4,32.8,31.2,29.6,28.2,26.9,25.8,24.7,..,..
"Mortality rate, neonatal (per 1,000 live births)",..,..,..,..,..,..,..,..,..,85.3,84.7,84.1,83.4,82.6,81.5,80.3,78.9,77.4,75.8,74.1,72.5,70.8,69.2,67.6,66.1,64.5,63,61.5,60,58.5,57.1,55.9,54.6,53.4,52.2,51.1,49.9,48.7,47.4,46,44.6,43.2,41.8,40.4,39,37.8,36.6,35.4,34.2,33,31.8,30.6,29.4,28.3,27.1,26,24.9,23.8,22.7,21.4,20.2,19.1,18.1,17.3,..,..
"Mortality rate, under-5 (per 1,000)",241.1,237.9,234.8,232,229.3,226.9,224.4,222,219.7,217.2,214.5,211.5,208.3,204.7,200.7,196.1,191.2,185.8,180.2,174.5,169.1,163.8,159,154.5,150.3,146.2,142.2,138.2,134.2,130.3,126.5,122.9,119.5,116.1,112.8,109.5,106,102.5,98.9,95.3,91.6,88,84.5,81.1,77.7,74.4,71.1,67.9,64.6,61.4,58.2,55,52,49.1,46.3,43.6,41.1,38.7,36.4,34.3,32.4,30.6,29.1,27.7,..,..
"Mortality rate, under-5, female (per 1,000)",247.3,243.9,240.8,237.9,234.9,232.3,229.7,227.2,224.7,222.3,219.9,217.2,214.1,210.6,206.8,202,197.1,191.7,186.1,180.4,174.7,169.3,164.2,159.6,155.5,151.4,147.4,143.5,139.3,135.3,131.4,127.8,124.5,121.4,118.3,115.2,111.7,108.3,104.6,100.2,96.6,92.9,89.4,85.8,81.6,78.3,74.6,71.4,67.9,64.4,61.1,57.6,54.2,51,47.9,45,42.2,39.5,37.1,34.8,32.7,30.8,29.2,27.8,..,..
"Mortality rate, under-5, male (per 1,000)",235.2,232,229.1,226.4,224,221.6,219.2,217,214.8,212.4,209.4,206.2,202.7,199,194.9,190.5,185.6,180.2,174.6,169,163.7,158.6,154,149.6,145.3,141.2,137.3,133.1,129.3,125.4,121.9,118.2,114.7,111.2,107.6,104,100.6,96.9,93.5,90.6,86.9,83.3,79.9,76.6,74.1,70.7,67.8,64.5,61.5,58.5,55.4,52.6,49.9,47.2,44.7,42.3,40,37.8,35.8,33.8,32,30.4,28.9,27.7,..,..
Net migration,146955,295177,-70514,21640,-141916,-248299,-566982,-70314,-995416,-851844,233782,-974574,-82816,-404743,347869,434205,275984,590626,-210444,774094,210914,33243,-10687,119694,-32313,-89991,-249545,-219150,-155676,-2907,125514,-157911,35155,2364,-375253,-57297,-26388,880,-1049,-95320,-143960,-70346,-732419,-606970,-206660,-929454,-342177,-1037200,-1020047,-312905,-50905,-247017,-198935,-151372,-227263,-655085,81248,-251642,-589794,-978969,-73806,-348916,-1353478,-979179,-630830,-495753
Number of deaths ages 10-14 years,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,138270,138664,139052,139347,139655,139635,139457,139062,138182,136982,135219,132867,130229,127389,124180,120941,117443,113760,109956,106169,102384,98659,94945,91035,87003,82705,78275,73853,69566,65603,61875,58541,55653,53106,..,..
Number of deaths ages 10-19 years,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,318816,319172,319773,320492,321428,322711,324342,325791,326806,327079,325909,323337,319789,315121,309317,302690,294991,286346,277082,267302,257146,246729,235968,224961,213951,202996,192494,182542,172946,163811,154996,146960,139862,133850,..,..
Number of deaths ages 15-19 years,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180546,180508,180721,181145,181773,183076,184885,186729,188624,190097,190690,190470,189560,187732,185137,181749,177548,172586,167126,161133,154762,148070,141023,133926,126948,120291,114219,108689,103380,98208,93121,88419,84209,80744,..,..
Number of deaths ages 20-24 years,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202132,203123,204578,206693,209250,211947,214805,217514,219592,221002,222514,223620,224102,224183,224003,222881,220914,217938,213686,208346,202048,194736,186806,178576,170322,162308,154615,147563,140892,134725,129195,125145,122286,120323,..,..
Number of deaths ages 5-9 years,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,304742,299822,294310,287960,280804,273096,264818,256279,247488,238474,229454,220306,211034,201696,192392,183063,173929,164569,154848,144716,134236,123432,112730,102613,93221,84415,76137,68500,61279,54453,48384,43443,39404,36162,..,..
Number of infant deaths,2719272,2739506,2758919,2782848,2806387,2824707,2831702,2839259,2850174,2854287,2859495,2875510,2887464,2889566,2884558,2855409,2828489,2789057,2734583,2696834,2678010,2655384,2623597,2596538,2579343,2554524,2529361,2490262,2437758,2391196,2340575,2294379,2253194,2208638,2169036,2130060,2085256,2037193,1988853,1938748,1896967,1858605,1803655,1733110,1662663,1588779,1511062,1437130,1371449,1314884,1252636,1184494,1120117,1052940,975210,912040,869243,813550,763588,719176,666782,623917,593366,567211,..,..
"Number of infant deaths, female",1276013,1285724,1294589,1305907,1316760,1325692,1328165,1332053,1337624,1339390,1344992,1355739,1362887,1365577,1363401,1346671,1332615,1311545,1284621,1265579,1254036,1240400,1223388,1210156,1204228,1193816,1184520,1170852,1145154,1125902,1101787,1080584,1062053,1043051,1026960,1010994,990809,971960,951645,921983,908797,895797,875250,844595,802532,771690,732057,698342,666672,638512,610256,576149,544134,510951,472528,441255,419603,392126,367408,345498,319624,298537,283627,270562,..,..
"Number of infant deaths, male",1443259,1453782,1464330,1476941,1489627,1499015,1503537,1507206,1512550,1514897,1514503,1519771,1524577,1523989,1521157,1508738,1495874,1477512,1449962,1431255,1423974,1414984,1400209,1386382,1375115,1360708,1344841,1319410,1292604,1265294,1238788,1213795,1191141,1165587,1142076,1119066,1094447,1065233,1037208,1016765,988170,962808,928405,888515,860131,817089,779005,738788,704777,676372,642380,608345,575983,541989,502682,470785,449640,421424,396180,373678,347158,325380,309739,296649,..,..
Number of neonatal deaths,..,..,..,..,..,..,..,..,..,..,1836803,1860965,1874193,1890058,1896003,1881300,1886459,1860841,1843068,1838637,1843480,1830356,1812904,1798897,1788574,1763827,1751433,1711344,1680311,1646228,1608826,1579945,1548215,1514910,1488532,1459869,1427595,1393919,1359608,1323771,1297689,1266747,1217269,1163368,1113926,1060238,1010835,966051,929944,898885,856392,817339,778324,734602,679186,652528,626332,582720,558724,516440,474138,445160,422440,401499,..,..
Number of under-five deaths,4318012,4340280,4363548,4393345,4426087,4454326,4468563,4480145,4493928,4496084,4496864,4505850,4511594,4506092,4491821,4449253,4400583,4334670,4250156,4176429,4124400,4072438,4016022,3967591,3928872,3880631,3829639,3762315,3678772,3596555,3508138,3421203,3338022,3251687,3168752,3084887,2994463,2900033,2805014,2707987,2619731,2536439,2439487,2327375,2215269,2099188,1978683,1862395,1756631,1662739,1566622,1467931,1375660,1282804,1181246,1095570,1032258,958608,892712,834542,770139,716599,677242,643970,..,..
